referee,date,total_fouls,total_yellows,rolling_yellows,rolling_fouls
T Harrington,2024-01-30,26,5,3.5555555555555554,21.666666666666668
T Harrington,2024-02-24,23,5,3.7,21.8
T Harrington,2024-03-09,18,4,3.7,21.4
T Harrington,2024-04-02,23,3,3.8,22.3
T Harrington,2024-04-06,22,7,4.1,21.9
T Harrington,2024-04-13,27,4,4.2,22.3
T Harrington,2024-04-27,19,0,3.6,22.1
T Harrington,2024-05-11,22,5,3.7,21.7
T Harrington,2024-08-17,29,3,3.7,22.8
T Harrington,2024-09-14,26,3,3.9,23.5
T Harrington,2024-09-21,22,5,3.9,23.1
T Harrington,2024-10-05,19,3,3.7,22.7
T Harrington,2024-10-26,18,4,3.7,22.7
T Harrington,2024-11-02,28,2,3.6,23.2
T Harrington,2024-11-30,21,4,3.3,23.1
T Harrington,2024-12-04,21,1,3.0,22.5
T Harrington,2024-12-14,17,7,3.7,22.3
T Harrington,2024-12-26,24,4,3.6,22.5
T Harrington,2024-12-29,23,5,3.8,21.9
T Harrington,2025-01-16,27,4,3.9,22.0
T Harrington,2025-01-26,19,4,3.8,21.7
T Harrington,2025-02-21,20,4,3.9,21.8
T Harrington,2025-04-01,28,6,4.1,22.8
T Harrington,2025-04-26,22,2,4.1,22.2
T Harrington,2025-05-11,22,6,4.3,22.3
T Harrington,2025-05-25,21,5,4.7,22.3
T Harrington,2025-08-23,20,3,4.3,22.6
T Harrington,2025-09-20,20,6,4.5,22.2
T Harrington,2025-09-27,17,6,4.6,21.6
T Harrington,2025-10-18,22,2,4.4,21.1
T Harrington,2025-10-26,19,1,4.1,21.1
T Harrington,2025-11-24,21,2,3.9,21.2
T Harrington,2025-12-03,16,1,3.4,20.0
T Harrington,2025-12-28,16,1,3.3,19.4
T Harrington,2026-01-01,17,5,3.2,18.9
T Harrington,2026-01-06,24,3,3.0,19.2
T Harrington,2026-01-18,28,3,3.0,20.0
T Kirk,2025-12-03,17,0,0.0,17.0
T Kirk,2026-01-07,28,4,2.0,22.5
T Kirk,2026-02-22,32,6,3.3333333333333335,25.666666666666668
T Kirk,2026-03-14,19,3,3.25,24.0
T Kirk,2026-04-19,20,2,3.0,23.2
T Kirk,2026-05-17,28,1,2.6666666666666665,24.0
T Robinson,2023-03-04,29,2,2.0,29.0
T Robinson,2023-04-01,28,7,4.5,28.5
T Robinson,2023-08-26,29,4,4.333333333333333,28.666666666666668
T Robinson,2023-09-02,19,7,5.0,26.25
T Robinson,2023-10-02,27,5,5.0,26.4
T Robinson,2023-10-21,19,5,5.0,25.166666666666668
T Robinson,2023-10-28,22,3,4.714285714285714,24.714285714285715
T Robinson,2023-11-04,20,6,4.875,24.125
T Robinson,2023-11-11,34,7,5.111111111111111,25.22222222222222
T Robinson,2023-11-25,16,2,4.8,24.3
T Robinson,2023-12-07,26,3,4.9,24.0
T Robinson,2023-12-10,22,3,4.5,23.4
T Robinson,2023-12-17,20,4,4.5,22.5
T Robinson,2023-12-26,20,2,4.0,22.6
T Robinson,2023-12-30,20,6,4.1,21.9
T Robinson,2024-02-01,24,4,4.0,22.4
T Robinson,2024-02-04,26,5,4.2,22.8
T Robinson,2024-02-10,24,5,4.1,23.2
T Robinson,2024-03-02,19,1,3.5,21.7
T Robinson,2024-03-30,23,5,3.8,22.4
T Robinson,2024-04-13,26,4,3.9,22.4
T Robinson,2024-04-21,22,4,4.0,22.4
T Robinson,2024-05-03,26,4,4.0,23.0
T Robinson,2024-08-17,27,4,4.2,23.7
T Robinson,2024-09-14,33,5,4.1,25.0
T Robinson,2024-09-21,27,9,4.6,25.3
T Robinson,2024-10-21,21,5,4.6,24.8
T Robinson,2024-11-02,21,6,4.7,24.5
T Robinson,2024-11-23,21,5,5.1,24.7
T Robinson,2024-12-07,17,3,4.9,24.1
T Robinson,2024-12-22,23,4,4.9,23.8
T Robinson,2025-01-04,21,2,4.7,23.7
T Robinson,2025-01-25,19,7,5.0,23.0
T Robinson,2025-02-22,29,3,4.9,23.2
T Robinson,2025-03-09,25,1,4.5,22.4
T Robinson,2025-04-05,26,4,4.0,22.3
T Robinson,2025-04-19,18,6,4.1,22.0
T Robinson,2025-05-10,17,2,3.7,21.6
T Robinson,2025-05-25,19,2,3.4,21.4
T Robinson,2025-10-18,17,3,3.4,21.4
T Robinson,2025-11-09,22,5,3.5,21.3
T Robinson,2025-11-29,27,10,4.3,21.9
T Robinson,2025-12-03,30,4,4.0,23.0
T Robinson,2026-01-03,24,4,4.1,22.5
T Robinson,2026-02-01,16,3,4.3,21.6
T Robinson,2026-02-11,25,2,4.1,21.5
T Robinson,2026-02-28,23,4,3.9,22.0
T Robinson,2026-03-03,22,1,3.8,22.5
Tim Robinson,2019-12-14,29,2,2.0,29.0
Tony Harrington,2021-12-15,30,2,2.0,30.0
Tony Harrington,2022-04-20,29,2,2.0,29.5
Tony Harrington,2022-05-15,17,3,2.3333333333333335,25.333333333333332
